Subject Id	Subject Flag	Agreed Hours
PUAPOLFC005B	C	30
PUAPOLFC006A	C	
PUAPOLFC006B	C	30
PUAPOLFC007A	C	
PUAPOLFC008A	C	
PUAPOLFC008B	C	60
PUAPOLFC009A	C	
PUAPOLFC010A	C	
PUAPOLFC011A	C	
PUAPOLFC012A	C	
PUAPOLFC013A	C	
PUAPOLFC014A	C	60
PUAPOLFC015A	C	40
PUAPOLFC016A	C	40
PUAPOLFC017A	C	40
PUAPOLFC018A	C	40
PUAPOLFC019A	C	40
PUAPOLFC020A	C	40
PUAPOLFC021A	C	40
PUAPOLFC022A	C	20
PUAPOLFC023A	C	50
PUAPOLFC024A	C	50
PUAPOLFC025A	C	50
PUAPOLFC026A	C	50
PUAPOLFC028A	C	50
PUAPOLFC029A	C	40
PUAPOLFC030A	C	50
PUAPOLGD001A	C	80
PUAPOLGD002A	C	140
PUAPOLGD003A	C	80
PUAPOLGD004A	C	40
PUAPOLGD005A	C	80
PUAPOLGD006A	C	120
PUAPOLGD007A	C	100
PUAPOLGD008A	C	160
PUAPOLGD009A	C	75
PUAPOLGD010A	C	100
PUAPOLGD011A	C	40
PUAPOLGD012A	C	20
PUAPOLGD013A	C	40
PUAPOLGD014A	C	90
PUAPOLGD015A	C	30
PUAPOLGD016A	C	60
PUAPOLGD017A	C	40
PUAPOLGD018A	C	60
PUAPOLHD001A	C	
PUAPOLHD002A	C	
PUAPOLHD003A	C	
PUAPOLHD004A	C	
PUAPOLHD005A	C	
PUAPOLHD006A	C	
PUAPOLHD007A	C	
PUAPOLHD008A	C	
PUAPOLHD009A	C	
PUAPOLHS001A	C	
PUAPOLHS002A	C	
PUAPOLHS003A	C	
PUAPOLHS004A	C	
PUAPOLHS005A	C	
PUAPOLIM001A	C	20
PUAPOLIM002A	C	20
PUAPOLIM003A	C	20
PUAPOLIM004A	C	160
PUAPOLIM005A	C	160
PUAPOLIM006A	C	40
PUAPOLIN001A	C	
PUAPOLIN002A	C	
PUAPOLIN003A	C	
PUAPOLIN004A	C	
PUAPOLIN005A	C	
PUAPOLIN006A	C	
PUAPOLIV001A	C	70
PUAPOLIV002A	C	60
PUAPOLIV003A	C	60
PUAPOLIV004A	C	80
PUAPOLIV005A	C	
PUAPOLIV006A	C	
PUAPOLIV007A	C	
PUAPOLIV008A	C	
PUAPOLIV009A	C	50
PUAPOLIV010A	C	
PUAPOLIV011A	C	80
PUAPOLMG001A	C	
PUAPOLMG002A	C	
PUAPOLMG003A	C	
PUAPOLMG004A	C	40
PUAPOLMG005A	C	
PUAPOLMG006A	C	
PUAPOLMG007A	C	80
PUAPOLMG008A	C	
PUAPOLMP001A	C	
PUAPOLMP002A	C	
PUAPOLMP003A	C	
PUAPOLMP004A	C	
PUAPOLMP005A	C	
PUAPOLMP006A	C	
PUAPOLMP007A	C	
PUAPOLMP008A	C	
PUAPOLMP009A	C	
PUAPOLMP010A	C	
PUAPOLMP011A	C	
PUAPOLMP012A	C	
PUAPOLMP013A	C	
PUAPOLMP014A	C	
PUAPOLMP015A	C	
PUAPOLMP016A	C	
PUAPOLNG001A	C	
PUAPOLNG002A	C	
PUAPOLNG003A	C	
PUAPOLNG004A	C	
PUAPOLPP001A	C	
PUAPOLPP002A	C	
PUAPOLPP003A	C	
PUAPOLPP004A	C	
PUAPOLPR001A	C	
PUAPOLPR002A	C	
PUAPOLPR003A	C	
PUAPOLPR004A	C	
PUAPOLPR005A	C	
PUAPOLPR006A	C	
PUAPOLSU001A	C	
PUAPOLSU002A	C	
PUAPOLSU003A	C	
PUAPOLSU004A	C	
PUAPOLSU005A	C	
PUAPOLSU006A	C	
PUAPOLSU007A	C	
PUAPOLSU008A	C	
PUAPOLSU009A	C	
PUAPOLTF001A	C	
PUAPOLTF002A	C	
PUAPOLTF004A	C	
PUAPOLUC001A	C	
PUAPOLUC002A	C	
PUAPOLUC003A	C	
PUAPOLUC004A	C	
PUAPOLUC005A	C	
PUAPOLUC006A	C	
PUAPOLUC007A	C	
PUAPOLUC008A	C	
PUAPOLUC009A	C	
PUAPOLWP001A	C	
PUAPOLWP002A	C	
PUAPOLWP003A	C	
PUAPRO001	C	30
PUAPRO001A	C	64
PUAPRO001B	C	30
PUAPRS205	C	80
PUAPRS20529A	C	80
PUAPRS20529B	C	80
PUAPSU001A	C	
PUAPSU002A	C	
PUAPSU003A	C	
PUAPSU005A	C	
PUAPSU006A	C	
PUAPSU007A	C	
PUASAR001	C	12
PUASAR001A	C	20
PUASAR001B	C	20
PUASAR002	C	60
PUASAR002A	C	20
PUASAR002B	C	20
PUASAR003	C	50
PUASAR003A	C	30
PUASAR003B	C	30
PUASAR004	C	50
PUASAR004A	C	24
PUASAR004B	C	30
PUASAR005	C	50
PUASAR005A	C	16
PUASAR005B	C	30
PUASAR006A	C	30
PUASAR006B	C	30
PUASAR007A	C	30
PUASAR007B	C	30
PUASAR008A	C	10
PUASAR008B	C	10
PUASAR009A	C	30
PUASAR009B	C	30
PUASAR010A	C	40
PUASAR010B	C	40
PUASAR011	C	30
PUASAR011A	C	30
PUASAR011B	C	30
PUASAR011C	C	30
PUASAR012	C	30
PUASAR012A	C	30
PUASAR012B	C	30
PUASAR012C	C	30
PUASAR013	C	15
PUASAR013A	C	15
PUASAR014	C	36
PUASAR014A	C	36
PUASAR015	C	20
PUASAR015A	C	20
PUASAR016	C	20
PUASAR016A	C	20
PUASAR017	C	26
PUASAR017A	C	26
PUASAR018	C	110
PUASAR018A	C	110
PUASAR019	C	180
PUASAR019A	C	180
PUASAR020	C	180
PUASAR020A	C	180
PUASAR021	C	160
PUASAR021A	C	160
PUASAR022	C	20
PUASAR022A	C	20
PUASAR023	C	20
PUASAR023A	C	20
PUASAR024	C	20
PUASAR024A	C	20
PUASAR025	C	20
PUASAR025A	C	40
PUASAR026	C	20
PUASAR026A	C	20
PUASAR027	C	10
PUASAR027A	C	10
PUASAR028	C	20
PUASAR028A	C	20
PUASAR029	C	40
PUASAR029A	C	40
PUASAR030	C	30
PUASAR030A	C	30
PUASAR031	C	100
PUASAR031A	C	100
PUASAR032	C	40
PUASAR032A	C	40
PUASAR033	C	12
PUASAR034	C	60
PUASAR035	C	50
PUASAR036	C	50
PUASAR037	C	50
PUASES001	C	20
PUASES001A	C	30
PUASES001B	C	30
PUASES002	C	20
PUASES002A	C	30
PUASES002B	C	30
PUASES003	C	20
PUASES003A	C	50
PUASES003B	C	50
PUASES004A	C	40
PUASES004B	C	40
PUASES005A	C	
PUASES005B	C	
PUASES006A	C	
PUASES006B	C	
PUASES007A	C	
PUASES007B	C	80
PUASES008	C	30
PUASES008A	C	30
PUASES009	C	50
PUASES009A	C	50
PUASES010	C	40
PUASES010A	C	40
PUASES011	C	70
PUASES011A	C	70
PUASES012	C	25
PUASES012A	C	25
PUASES013	C	40
PUASES013A	C	40
PUASES014	C	24
PUASES014A	C	24
PUASES015	C	40
PUASES015A	C	40
PUASES016	C	50
PUASES016A	C	50
PUATEA001	C	20
PUATEA001A	C	20
PUATEA001B	C	20
PUATEA002	C	30
PUATEA002A	C	30
PUATEA002B	C	30
PUATEA003	C	50
PUATEA003A	C	50
PUATEA003B	C	50
PUATEA004	C	18
PUATEA004A	C	20
PUATEA004B	C	20
PUATEA004C	C	20
PUATEA004D	C	15
PUATEA005	C	50
PUATEA005A	C	50
PUATEA006	C	25
PUAVEH001	C	80
PUAVEH001A	C	80
PUAVEH001B	C	80
PUAWER001A	C	2
PUAWER001B	C	5
PUAWER002A	C	8
PUAWER002B	C	15
PUAWER003A	C	28
PUAWER003B	C	29
PUAWER004A	C	2
PUAWER004B	C	5
PUAWER005A	C	10
PUAWER005B	C	7
PUAWER006A	C	20
PUAWER006B	C	14
PUAWER007A	C	7
PUAWER007B	C	7
PUAWER008A	C	15
PUAWER008B	C	7
PUAWER009A	C	35
PUAWER009B	C	30
PUAWER010A	C	35
PUAWER010B	C	70
PUAWER011A	C	28
PUAWER011B	C	28
PUAWHS001	C	20
PUAWHS002	C	25
PUAWHS003	C	35
PUAWHS004	C	50
PUXCOMO04A	C	25
PUXEMEO01A	C	10
PUXEMEO02A	C	30
PUXEMEO03A	C	10
PUXOPEO04A	C	15
RGR001A	C	50
RGR002A	C	70
RGR003A	C	50
RGR004A	C	70
RGR005A	C	60
RGR006A	C	50
RGR007A	C	70
RGR008A	C	100
RGR009A	C	120
RGR010A	C	40
RGR011A	C	40
RGR012A	C	220
RGR013A	C	220
RGR014A	C	60
RGR015A	C	30
RGR016A	C	60
RGR016B	C	60
RGR017A	C	40
RGR018A	C	30
RGR019A	C	40
RGR020A	C	60
RGR021A	C	60
RGR022A	C	20
RGR023A	C	70
RGR024A	C	40
RGR025A	C	40
RGR026A	C	35
RGR027A	C	40
RGR028A	C	20
RGR029A	C	40
RGR030A	C	40
RGRADM301	C	30
RGRADM301A	C	30
RGRADM302	C	50
RGRADM302A	C	50
RGRADM401A	C	80
RGRADM402	C	80
RGRADM402A	C	80
RGRCMN001A	C	40
RGRCMN002A	C	10
RGRCMN003A	C	20
RGRCMN201	C	10
RGRCMN201A	C	40
RGRCMN202A	C	30
RGRCMN203	C	50
RGRCMN305	C	20
RGRCMN401A	C	60
RGRCMN402	C	10
RGRCMN402A	C	10
RGRCMN403	C	10
RGRCMN403A	C	10
RGRG101A	C	40
RGRG102A	C	30
RGRG103A	C	50
RGRG104A	C	50
RGRG205A	C	50
RGRG206A	C	30
RGRG207A	C	30
RGRG208A	C	70
RGRG309A	C	50
RGRG310A	C	40
RGRG311A	C	20
RGRG312A	C	20
RGRG313A	C	70
RGRG314A	C	40
RGRG315A	C	40
RGRG316A	C	30
RGRG317A	C	60
RGRG318A	C	20
RGRG319A	C	
RGRG320A	C	
RGRG423A	C	
RGRG426A	C	
RGRH101A	C	43
RGRH102A	C	70
RGRH103A	C	50
RGRH104A	C	50
RGRH205A	C	100
RGRH206A	C	50
RGRH207A	C	80
RGRH208A	C	60
RGRH209A	C	100
RGRH310A	C	40
RGRH311A	C	40
RGRH312A	C	60
RGRH313A	C	220
RGRH317A	C	50
RGRH318A	C	30
RGRH319A	C	40
RGRH414A	C	220
RGRH415A	C	70
RGRH416A	C	40
RGRH420A	C	70
RGRH421A	C	60
RGRH422A	C	70
RGRH423A	C	30
RGRH424A	C	80
RGRH425A	C	50
RGRH426A	C	40
RGRH427A	C	40
RGRH528A	C	40
RGRH529A	C	40
RGRH530A	C	50
RGRH531A	C	40
RGRHBR201	C	80
RGRHBR301	C	40
RGRHBR302	C	70
RGRHBR303	C	70
RGRHBR304	C	75
RGRHBR305	C	60
RGRHBR306	C	80
RGRHBR307	C	100
RGRHBR308	C	50
RGRHBR401	C	80
RGRHBR402	C	100
RGRHBR403	C	60
RGRHBR404	C	80
RGRHBR405	C	80
RGRHBR406	C	100
RGRHBR407	C	70
RGRHBR408	C	70
RGRHBR501	C	160
RGRHBR502	C	100
RGRHBR503	C	80
RGRHBR504	C	90
RGRHBR505	C	80
RGRPSG201	C	40
RGRPSG201A	C	40
RGRPSG202	C	30
RGRPSG202A	C	10
RGRPSG203	C	40
RGRPSG203A	C	40
RGRPSG204	C	30
RGRPSG204A	C	25
RGRPSG205	C	30
RGRPSG205A	C	15
RGRPSG206	C	30
RGRPSG206A	C	15
RGRPSG207	C	60
RGRPSG208	C	20
RGRPSG209	C	20
RGRPSG301	C	60
RGRPSG301A	C	15
RGRPSG302	C	40
RGRPSG302A	C	40
RGRPSG303	C	50
RGRPSG303A	C	40
RGRPSG304	C	15
RGRPSG304A	C	15
RGRPSG305	C	80
RGRPSG306	C	60
RGRPSG307	C	80
RGRPSG308	C	60
RGRPSG309	C	80
RGRPSG401	C	40
RGRPSG401A	C	40
RGRPSG402	C	80
RGRPSG402A	C	30
RGRPSG403	C	80
RGRPSG403A	C	40
RGRPSG404	C	80
RGRPSG404A	C	50
RGRPSG405A	C	75
RGRPSG406A	C	30
RGRPSG407	C	50
RGRPSG407A	C	40
RGRPSG408	C	60
RGRPSG409	C	120
RGRPSG410	C	70
RGRPSG411	C	80
RGRPSH101	C	70
RGRPSH101A	C	70
RGRPSH102	C	80
RGRPSH102A	C	80
RGRPSH201	C	80
RGRPSH201A	C	70
RGRPSH202	C	20
RGRPSH202A	C	20
RGRPSH203	C	70
RGRPSH203A	C	70
RGRPSH204	C	70
RGRPSH204A	C	70
RGRPSH205	C	80
RGRPSH205A	C	50
RGRPSH206A	C	50
RGRPSH207	C	40
RGRPSH207A	C	40
RGRPSH208A	C	30
RGRPSH209	C	30
RGRPSH209A	C	30
RGRPSH211	C	40
RGRPSH301	C	30
RGRPSH301A	C	30
RGRPSH302	C	20
RGRPSH302A	C	20
RGRPSH303	C	40
RGRPSH303A	C	40
RGRPSH304	C	100
RGRPSH304A	C	100
RGRPSH305	C	80
RGRPSH305A	C	80
RGRPSH306	C	75
RGRPSH306A	C	75
RGRPSH307	C	75
RGRPSH307A	C	75
RGRPSH308	C	100
RGRPSH308A	C	100
RGRPSH309	C	20
RGRPSH309A	C	20
RGRPSH310	C	40
RGRPSH310A	C	40
RGRPSH311	C	10
RGRPSH311A	C	10
RGRPSH312	C	50
RGRPSH401	C	60
RGRPSH401A	C	60
RGRPSH402	C	80
RGRPSH402A	C	80
RGRPSH403	C	100
RGRPSH403A	C	100
RGRPSH404	C	75
RGRPSH404A	C	75
RGRPSH405	C	20
RGRPSH405A	C	20
RGRPSH406	C	60
RGRPSH406A	C	60
RGRPSH407	C	60
RGRPSH407A	C	40
RGRPSH408	C	60
RGRPSH408A	C	60
RGRPSH409	C	40
RGRPSH409A	C	40
RGRPSH410	C	75
RGRPSH410A	C	75
RGRPSH411	C	75
RGRPSH411A	C	75
RGRPSH412	C	75
RGRPSH412A	C	75
RGRPSH413	C	75
RGRPSH413A	C	75
RGRPSH414	C	75
RGRPSH414A	C	75
RGRPSH415	C	75
RGRPSH415A	C	75
RGRPSH416	C	40
RGRPSH416A	C	20
RGRPSH417A	C	20
RGRPSH418	C	20
RGRPSH418A	C	20
RGRPSH419	C	40
RGRPSH419A	C	40
RGRPSH420	C	60
RGRPSH420A	C	60
RGRPSH421	C	100
RGRPSH421A	C	100
RGRPSH422	C	40
RGRPSH422A	C	40
RGRPSH423	C	40
RGRPSH423A	C	40
RGRPSH424	C	140
RGRPSH425	C	40
RGRPSH501	C	40
RGRPSH501A	C	40
RGRPSH502	C	40
RGRPSH502A	C	40
RGRPSH503	C	80
RGRPSH503A	C	80
RGRPSH504	C	50
RGRPSH504A	C	40
RGRPSH505	C	80
RGRPSH505A	C	80
RGRROP201	C	60
RGRROP201A	C	60
RGRROP202	C	15
RGRROP202A	C	15
RGRROP203	C	10
RGRROP203A	C	10
RGRROP204	C	40
RGRROP204A	C	40
RGRROP301	C	10
RGRROP301A	C	10
RGRROP302	C	60
RGRROP302A	C	60
RGRROP303	C	60
RGRROP303A	C	60
RGRROP304	C	10
RGRROP304A	C	10
RGRROP305A	C	10
RGRROP306	C	10
RGRROP306A	C	10
RGRROP307	C	30
RGRROP307A	C	30
RGRROP308	C	60
RGRROP308A	C	60
RGRROP309	C	12
RGRROP309A	C	12
RGRROP310	C	30
RGRROP310A	C	30
RGRROP311	C	15
RGRROP311A	C	15
RGRROP312	C	20
RGRROP312A	C	20
RGRROP313	C	20
RGRROP313A	C	20
RGRROP314	C	20
RGRROP314A	C	20
RGRROP315	C	20
RGRROP315A	C	20
RGRROP316	C	60
RGRROP316A	C	60
RGRROP317	C	10
RGRROP317A	C	10
RGRROP401	C	100
RGRROP401A	C	100
RGRROP402	C	10
RGRROP402A	C	10
RGRROP403	C	10
RGRROP403A	C	10
RGRROP404	C	10
RGRROP404A	C	10
RGRROP405	C	10
RGRROP405A	C	10
RGRROP406	C	40
RGRROP406A	C	40
RGRROP407	C	40
RGRROP407A	C	40
RGRROP408	C	60
RGRROP408A	C	60
RGRROP409	C	35
RGRROP409A	C	35
RGRROP410	C	60
RGRROP410A	C	60
RGRROP411	C	10
RGRROP411A	C	10
RGRSTD301	C	80
RGRSTD301A	C	80
RGRSTD302	C	40
RGRSTD302A	C	40
RGRSTD303	C	20
RGRSTD303A	C	20
RGRSTD401A	C	100
RGRSTD402	C	40
RGRSTD402A	C	40
RGRSTD403	C	100
RGRSTD403A	C	100
RGRSTD404	C	20
RGRSTD404A	C	20
RGRSTD405	C	20
RGRSTD405A	C	20
RGRSTD406	C	20
RGRSTD406A	C	20
RGRSTD407	C	60
RGRSTD407A	C	60
RGRSTD408	C	80
RGRSTD408A	C	80
RGRSTD409	C	100
RGRSTD501	C	100
RGRSTD501A	C	100
RGRSWA301	C	40
RGRSWA301A	C	40
RGRSWA302	C	40
RGRSWA302A	C	40
RGRSWA303	C	20
RGRSWA303A	C	20
RGRSWA401A	C	20
RGRTRK301	C	50
RGRTRK301A	C	50
RGRTRK302A	C	70
RGRTRK303	C	15
RGRTRK303A	C	15
RGRTRK401	C	80
RGRTRK401A	C	60
RGRTRK402	C	60
RGRTRK402A	C	60
RGRTRK403	C	70
RIIARO301	C	20
RIIARO302	C	40
RIIARO303	C	50
RIIARO304	C	60
RIIARO305	C	60
RIIARO306	C	50
RIIARO307	C	60
RIIARO401	C	100
RIIBEF201A	C	20
RIIBEF201B	C	20
RIIBEF201D	C	20
RIIBEF201E	C	20
RIIBEF202A	C	40
RIIBEF202D	C	40
RIIBEF202E	C	40
RIIBEF301A	C	40
RIIBEF301D	C	40
RIIBEF302A	C	20
RIIBEF302D	C	20
RIIBEF302E	C	20
RIIBEF401A	C	80
RIIBEF401D	C	80
RIIBEF401E	C	80
RIIBEF402A	C	50
RIIBEF402D	C	50
RIIBEF601A	C	100
RIIBEF601D	C	100
RIIBEF601E	C	100
RIIBEF602A	C	120
RIIBEF602D	C	120
RIIBEF602E	C	120
RIIBEF603A	C	120
RIIBEF603D	C	120
RIIBEF604A	C	100
RIIBEF604D	C	100
RIIBEF604E	C	100
RIIBEF605A	C	120
RIIBEF605D	C	120
RIIBHD301A	C	60
RIIBHD301D	C	60
RIIBHD301E	C	60
RIIBHD302A	C	28
RIIBHD302D	C	28
RIIBHD302E	C	28
RIIBHD303A	C	28
RIIBHD303D	C	28
RIIBHD303E	C	28
RIIBHD304A	C	40
RIIBHD304B	C	40
RIIBHD304D	C	40
RIIBHD305	C	40
RIIBHD305D	C	40
RIIBHD401A	C	40
RIIBHD401D	C	40
RIIBHD501A	C	50
RIIBHD501D	C	50
RIIBLA201A	C	30
RIIBLA201D	C	30
RIIBLA201E	C	30
RIIBLA202A	C	20
RIIBLA202B	C	20
RIIBLA202D	C	20
RIIBLA202E	C	20
RIIBLA202F	C	20
RIIBLA203A	C	30
RIIBLA203B	C	30
RIIBLA203D	C	30
RIIBLA203E	C	30
RIIBLA204A	C	30
RIIBLA204D	C	30
RIIBLA204E	C	30
RIIBLA205A	C	20
RIIBLA205D	C	20
RIIBLA205E	C	20
RIIBLA301A	C	50
RIIBLA301D	C	50
RIIBLA301E	C	50
RIIBLA302A	C	60
RIIBLA302D	C	60
RIIBLA302E	C	60
RIIBLA303A	C	50
RIIBLA303D	C	50
RIIBLA303E	C	50
RIIBLA304A	C	50
RIIBLA304D	C	50
RIIBLA304E	C	50
RIIBLA305A	C	35
RIIBLA305D	C	35
RIIBLA305E	C	35
RIIBLA306A	C	30
RIIBLA306D	C	30
RIIBLA307A	C	20
RIIBLA307D	C	20
RIIBLA307E	C	20
RIIBLA308D	C	45
RIIBLA401A	C	40
RIIBLA401D	C	40
RIIBLA401E	C	40
RIIBLA402A	C	40
RIIBLA402D	C	40
RIIBLA402E	C	40
RIIBLA403	C	40
RIIBLA601A	C	40
RIIBLA601D	C	40
RIIBLA601E	C	40
RIIBLA602A	C	120
RIIBLA602D	C	120
RIIBLA602E	C	120
RIICAM401	C	
RIICAM402	C	
RIICAM403	C	
RIICAM404	C	
RIICAM405	C	
RIICAM406	C	
RIICAM407	C	
RIICAM408	C	
RIICAM409	C	
RIICAM410	C	
RIICAM501	C	
RIICAM502	C	
RIICAR301A	C	40
RIICAR301D	C	40
RIICAR302A	C	40
RIICAR302D	C	40
RIICAR401A	C	40
RIICAR401D	C	40
RIICBM201A	C	20
RIICBM201D	C	20
RIICBM201E	C	20
RIICBM301A	C	80
RIICBM301D	C	80
RIICBM301E	C	80
RIICBM302A	C	80
RIICBM302D	C	80
RIICBM302E	C	80
RIICBM303A	C	80
RIICBM303D	C	80
RIICBM303E	C	80
RIICBM304A	C	80
RIICBM304D	C	80
RIICBM304E	C	80
RIICBM305A	C	80
RIICBM305D	C	80
RIICBM305E	C	80
RIICBM306A	C	80
RIICBM306D	C	80
RIICBM306E	C	80
RIICBM307A	C	120
RIICBM307D	C	120
RIICBM307E	C	120
RIICBS201A	C	20
RIICBS201D	C	20
RIICBS202A	C	18
RIICBS202D	C	18
RIICBS202E	C	18
RIICBS203A	C	18
RIICBS203D	C	18
RIICBS203E	C	18
RIICBS204A	C	18
RIICBS204D	C	18
RIICBS205A	C	26
RIICBS205D	C	26
RIICBS206A	C	18
RIICBS206D	C	18
RIICBS207A	C	10
RIICBS207D	C	10
RIICBS207E	C	10
RIICBS208A	C	36
RIICBS208D	C	36
RIICBS301A	C	80
RIICBS301D	C	80
RIICBS301E	C	80
RIICBS302A	C	58
RIICBS302D	C	58
RIICBS302E	C	58
RIICBS303A	C	56
RIICBS303D	C	56
RIICBS303E	C	56
RIICBS304A	C	44
RIICBS304D	C	44
RIICBS304E	C	44
RIICBS305A	C	52
RIICBS305D	C	52
RIICBS305E	C	52
RIICBS306A	C	80
RIICBS306D	C	80
RIICBS306E	C	80
RIICBS307A	C	100
RIICBS307D	C	100
RIICBS307E	C	100
RIICBS308A	C	20
RIICBS308D	C	20
RIICBS308E	C	20
RIICBS309A	C	30
RIICBS309D	C	30
RIICBS309E	C	30
RIICBS310A	C	60
RIICBS310D	C	60
RIICBS310E	C	60
RIICBS311A	C	100
RIICBS311D	C	100
RIICBS311E	C	100
RIICBS312A	C	64
RIICBS312D	C	64
RIICBS312E	C	64
RIICBS313	C	20
RIICBS314	C	18
RIICBS315	C	26
RIICBS316	C	18
RIICBS317	C	36
RIICBS401A	C	40
RIICBS401B	C	40
RIICBS401D	C	40
RIICBS401E	C	40
RIICBS402A	C	45
RIICBS402B	C	45
RIICBS402D	C	45
RIICBS402E	C	45
RIICBS403A	C	25
RIICBS403B	C	25
RIICBS403D	C	25
RIICBS403E	C	25
RIICBS404A	C	20
RIICBS404B	C	20
RIICBS404D	C	20
RIICBS404E	C	20
RIICBS405A	C	40
RIICBS405D	C	40
RIICBS405E	C	40
RIICBS406A	C	30
RIICBS406D	C	30
RIICBS406E	C	30
RIICBS407A	C	40
RIICBS407D	C	40
RIICBS407E	C	40
RIICBS408A	C	40
RIICBS408D	C	40
RIICBS408E	C	40
RIICBS409A	C	40
RIICBS409D	C	40
RIICBS409E	C	40
RIICBS410A	C	40
RIICBS410D	C	40
RIICBS410E	C	40
RIICBS411A	C	40
RIICBS411D	C	40
RIICBS411E	C	40
RIICC401A	C	80
RIICC402A	C	100
RIICC403A	C	100
RIICC404A	C	50
RIICC405A	C	50
RIICC406A	C	50
RIICC407A	C	40
RIICC408A	C	45
RIICC409A	C	25
RIICC410A	C	20
RIICC411A	C	40
RIICC412A	C	30
RIICC413A	C	40
RIICC414A	C	40
RIICC415A	C	40
RIICC416A	C	40
RIICC417A	C	40
RIICC418A	C	40
RIICC419A	C	50
RIICC420A	C	50
RIICC421A	C	60
RIICC422A	C	60
RIICC423A	C	60
RIICC424A	C	100
RIICC425A	C	100
RIICC426A	C	100
RIICC427A	C	100
RIICC428A	C	100
RIICC429A	C	100
RIICC430A	C	100
RIICC431A	C	100
RIICC432A	C	100
RIICC501A	C	120
RIICC502A	C	120
RIICC503A	C	50
RIICC504A	C	100
RIICC505A	C	100
RIICC506A	C	100
RIICC507A	C	100
RIICC508A	C	100
RIICC509A	C	100
RIICC510A	C	100
RIICC511A	C	100
RIICC512A	C	100
RIICC513A	C	100
RIICC514A	C	100
RIICC515A	C	100
RIICC516A	C	50
RIICC517A	C	100
RIICC518A	C	50
RIICC519A	C	100
RIICC520A	C	100
RIICC521A	C	100
RIICC522A	C	100
RIICC523A	C	60
RIICC524A	C	60
RIICC525A	C	60
RIICC526A	C	100
RIICC527A	C	100
RIICC528A	C	100
RIICC529A	C	100
RIICC530A	C	100
RIICC531A	C	100
RIICC532A	C	100
RIICC533A	C	100
RIICC534A	C	100
RIICC535A	C	100
RIICC536A	C	100
RIICC537A	C	120
RIICC538A	C	100
RIICC539A	C	100
RIICC540A	C	100
RIICC541A	C	100
RIICC542A	C	100
RIICC543A	C	100
RIICC544A	C	100
RIICC601A	C	300
RIICC602A	C	300
RIICC603A	C	300
RIICCM201A	C	20
RIICCM201D	C	20
RIICCM201E	C	20
RIICCM202A	C	30
RIICCM202D	C	30
RIICCM202E	C	30
RIICCM203A	C	40
RIICCM203D	C	40
RIICCM203E	C	40
RIICCM204A	C	40
RIICCM204D	C	40
RIICCM204E	C	40
RIICCM205A	C	8
RIICCM205D	C	8
RIICCM205E	C	8
RIICCM205F	C	8
RIICCM206A	C	8
RIICCM206D	C	8
RIICCM206E	C	8
RIICCM207A	C	12
RIICCM207D	C	12
RIICCM207E	C	12
RIICCM208A	C	8
RIICCM208D	C	16
RIICCM208E	C	16
RIICCM209A	C	40
RIICCM209D	C	40
RIICCM209E	C	40
RIICCM210A	C	8
RIICCM210D	C	16
RIICCM210E	C	16
RIICCM211A	C	40
RIICCM211D	C	40
RIICCM211E	C	40
RIICCM301A	C	40
RIICCM301D	C	40
RIICCM302	C	35
RIICCM303	C	35
RIICCR401A	C	30
RIICCR401D	C	30
RIICCR401E	C	30
RIICCR501A	C	80
RIICCR501D	C	80
RIICCR601A	C	60
RIICCR601D	C	60
RIICCR601E	C	60
RIICFW301A	C	60
RIICFW301D	C	60
RIICFW301E	C	60
RIICFW302A	C	24
RIICFW302D	C	24
RIICFW302E	C	24
RIICFW303A	C	24
RIICFW303D	C	24
RIICFW303E	C	24
RIICFW304A	C	40
RIICFW304D	C	40
RIICFW304E	C	40
RIICFW305A	C	40
RIICFW305D	C	40
RIICFW305E	C	40
RIICFW306A	C	40
RIICFW306D	C	40
RIICFW306E	C	40
RIICFW307A	C	40
RIICFW307D	C	40
RIICFW307E	C	40
RIICFW308	C	40
RIICOM201A	C	20
RIICOM201D	C	20
RIICOM201E	C	20
RIICOM301A	C	20
RIICOM301B	C	20
RIICOM301D	C	30
RIICOM301E	C	30
RIICOM302A	C	20
RIICOM302D	C	20
RIICPL301A	C	40
RIICPL301D	C	40
RIICPL301E	C	40
RIICPL302A	C	40
RIICPL302D	C	40
RIICPL302E	C	40
RIICPL303A	C	40
RIICPL303D	C	40
RIICPL303E	C	40
RIICPL304A	C	40
RIICPL304D	C	40
RIICPL304E	C	40
RIICPL305A	C	40
RIICPL305D	C	40
RIICPL305E	C	40
RIICPL401A	C	60
RIICPL401D	C	60
RIICPL401E	C	60
RIICRC201A	C	36
RIICRC201D	C	36
RIICRC201E	C	36
RIICRC202A	C	16
RIICRC202D	C	16
RIICRC202E	C	16
RIICRC203A	C	20
RIICRC203D	C	20
RIICRC203E	C	20
RIICRC204A	C	30
RIICRC204D	C	30
RIICRC204E	C	30
RIICRC205A	C	40
RIICRC205D	C	40
RIICRC205E	C	40
RIICRC206A	C	40
RIICRC206D	C	40
RIICRC206E	C	40
RIICRC207A	C	40
RIICRC207D	C	40
RIICRC207E	C	40
RIICRC208A	C	40
RIICRC208D	C	40
RIICRC208E	C	40
RIICRC209A	C	40
RIICRC209D	C	40
RIICRC209E	C	40
RIICRC301A	C	16
RIICRC301D	C	16
RIICRC301E	C	16
RIICRC302A	C	36
RIICRC302D	C	36
RIICRC302E	C	36
