Subject Id	Subject Flag	Agreed Hours
AVIA3001B	C	40
AVIB0001	C	20
AVIB0002	C	30
AVIB0003	C	20
AVIB0004	C	30
AVIB3001B	C	30
AVIB3002B	C	20
AVIB3003B	C	30
AVIB3004	C	20
AVIB3004B	C	20
AVIB3005	C	30
AVIB3005A	C	30
AVIB3006	C	20
AVIB3006A	C	20
AVIB3007	C	30
AVIB3007A	C	30
AVIC0001	C	10
AVIC2001	C	10
AVIC2001A	C	10
AVIC4002	C	15
AVIC4002A	C	15
AVID0001	C	40
AVID0002	C	20
AVID0003	C	40
AVID0004	C	20
AVID0005	C	20
AVID0006	C	20
AVID0007	C	20
AVID0008	C	20
AVID0009	C	20
AVID0010	C	20
AVID2001	C	20
AVID2001B	C	20
AVID2003	C	20
AVID2003B	C	20
AVID2004	C	20
AVID2004B	C	20
AVID2005	C	20
AVID2005B	C	20
AVID2006	C	20
AVID2006A	C	20
AVID2007	C	20
AVID2007A	C	20
AVIE0001	C	25
AVIE0002	C	25
AVIE0003	C	25
AVIE0004	C	20
AVIE0005	C	20
AVIE0006	C	20
AVIE2005	C	20
AVIE2005A	C	20
AVIE2005B	C	20
AVIE3003	C	20
AVIE3003B	C	20
AVIE3004B	C	20
AVIE3006A	C	20
AVIE3007A	C	20
AVIE4001	C	20
AVIE4001B	C	20
AVIE5002	C	80
AVIE5002B	C	80
AVIF0001	C	20
AVIF0002	C	15
AVIF0003	C	20
AVIF0004	C	50
AVIF0005	C	40
AVIF0006	C	50
AVIF0007	C	25
AVIF0008	C	30
AVIF0009	C	30
AVIF0010	C	20
AVIF0011	C	40
AVIF0012	C	20
AVIF0013	C	20
AVIF0014	C	20
AVIF0015	C	15
AVIF0016	C	50
AVIF0017	C	80
AVIF0018	C	60
AVIF0019	C	40
AVIF0020	C	35
AVIF0021	C	20
AVIF0022	C	50
AVIF0023	C	20
AVIF0024	C	15
AVIF0025	C	20
AVIF0026	C	50
AVIF0027	C	40
AVIF0028	C	50
AVIF0029	C	25
AVIF0030	C	30
AVIF0031	C	30
AVIF0032	C	20
AVIF0033	C	40
AVIF0034	C	20
AVIF0035	C	20
AVIF0036	C	40
AVIF0037	C	20
AVIF0038	C	80
AVIF0039	C	40
AVIF0040	C	30
AVIF0041	C	30
AVIF0042	C	40
AVIF0043	C	40
AVIF0044	C	20
AVIF0045	C	30
AVIF0046	C	35
AVIF2007	C	30
AVIF2007B	C	30
AVIF2010	C	40
AVIF2010B	C	40
AVIF2012	C	20
AVIF2012A	C	20
AVIF2014	C	80
AVIF2014A	C	80
AVIF2015	C	40
AVIF2015A	C	40
AVIF2019	C	30
AVIF2019A	C	30
AVIF2020	C	30
AVIF2020A	C	30
AVIF2020B	C	30
AVIF2023A	C	15
AVIF2024	C	15
AVIF2024A	C	15
AVIF3004B	C	40
AVIF3005	C	30
AVIF3005B	C	30
AVIF3006	C	40
AVIF3006B	C	40
AVIF3011B	C	40
AVIF3012	C	40
AVIF3012A	C	40
AVIF3016	C	20
AVIF3016A	C	20
AVIF3021A	C	20
AVIF3021B	C	20
AVIF3022A	C	20
AVIF3023	C	20
AVIF3023A	C	20
AVIF3025	C	30
AVIF3025A	C	30
AVIF3026	C	35
AVIF3026A	C	35
AVIF4001B	C	20
AVIF4008	C	30
AVIF4008A	C	30
AVIF5003	C	80
AVIF5003B	C	80
AVIF5013	C	200
AVIF5013A	C	200
AVIG0001	C	12
AVIG0002	C	40
AVIG0003	C	20
AVIG2002	C	20
AVIG2002A	C	20
AVIG2002B	C	20
AVIG2003	C	20
AVIG2003A	C	20
AVIG5001B	C	40
AVIH0001	C	40
AVIH0002	C	20
AVIH0003	C	50
AVIH0004	C	50
AVIH0005	C	40
AVIH0006	C	45
AVIH0007	C	45
AVIH0008	C	40
AVIH0009	C	40
AVIH0010	C	20
AVIH0011	C	50
AVIH0012	C	50
AVIH0013	C	40
AVIH0014	C	140
AVIH0015	C	50
AVIH0016	C	70
AVIH0017	C	70
AVIH3002B	C	20
AVIH3018A	C	40
AVIH3019	C	40
AVIH3019A	C	40
AVIH4001	C	140
AVIH4001B	C	140
AVIH4012	C	50
AVIH4012A	C	50
AVIH4013	C	70
AVIH4013A	C	70
AVIH5016A	C	40
AVIH5017	C	70
AVIH5017A	C	70
AVII0001	C	20
AVII0002	C	20
AVII0003	C	20
AVII0004	C	20
AVII0005	C	30
AVII0006	C	40
AVII0007	C	20
AVII0008	C	20
AVII0009	C	20
AVII0010	C	30
AVII0011	C	40
AVII0012	C	40
AVII0013	C	40
AVII2001	C	30
AVII2001B	C	30
AVII2003	C	40
AVII2003C	C	40
AVII2004	C	20
AVII2004B	C	20
AVII2006	C	20
AVII2006B	C	20
AVII2007	C	20
AVII2007B	C	40
AVII2008	C	30
AVII2008B	C	30
AVII2009B	C	20
AVII2014B	C	30
AVII3002	C	40
AVII3002B	C	40
AVII3005	C	40
AVII3005B	C	40
AVII3010	C	40
AVII3010B	C	40
AVII3011A	C	20
AVII3011B	C	20
AVII3011C	C	20
AVII4012B	C	40
AVII4013	C	30
AVII4013A	C	30
AVII4015	C	10
AVII4015A	C	10
AVIJ0001	C	20
AVIJ0002	C	20
AVIJ2001	C	20
AVIJ2001B	C	20
AVIJ4002	C	20
AVIJ4002B	C	20
AVIK2001	C	20
AVIK2001A	C	20
AVIK2001B	C	20
AVIK3002	C	15
AVIK3002A	C	15
AVIL0001	C	25
AVIL0002	C	25
AVIL0003	C	20
AVIL0004	C	20
AVIL0005	C	40
AVIL0006	C	40
AVIL2001	C	20
AVIL2001B	C	20
AVIL2005	C	10
AVIL2005A	C	10
AVIL2006	C	10
AVIL2006A	C	10
AVIL3002	C	20
AVIL3002B	C	20
AVIL3003	C	40
AVIL3003B	C	40
AVIL3004	C	40
AVIL3004B	C	40
AVILIC0001	C	0
AVILIC0002	C	0
AVILIC0003	C	0
AVILIC0004	C	0
AVIM0001	C	20
AVIM0002	C	10
AVIM0003	C	60
AVIM0004	C	50
AVIM0005	C	15
AVIM0006	C	20
AVIM0007	C	10
AVIM0008	C	40
AVIM0009	C	30
AVIM0010	C	20
AVIM0011	C	60
AVIM5001	C	40
AVIM5001A	C	40
AVIM5002	C	60
AVIM5002A	C	60
AVIM5003	C	60
AVIM5003A	C	60
AVIM5004	C	30
AVIM5004A	C	30
AVIM5005	C	50
AVIM5005A	C	50
AVIM5007A	C	20
AVIM5008	C	20
AVIM5008A	C	20
AVIM6006	C	60
AVIM6006A	C	60
AVIN0001	C	50
AVIN0002	C	50
AVIN0003	C	50
AVIN0004	C	50
AVIN0005	C	60
AVIN6003	C	60
AVIN6003A	C	60
AVIO0001	C	40
AVIO0002	C	20
AVIO0003	C	16
AVIO0004	C	30
AVIO0005	C	30
AVIO0006	C	20
AVIO0007	C	10
AVIO0008	C	15
AVIO0009	C	20
AVIO0010	C	24
AVIO0011	C	20
AVIO0012	C	10
AVIO0013	C	20
AVIO0014	C	20
AVIO0015	C	15
AVIO0016	C	40
AVIO0017	C	20
AVIO0018	C	30
AVIO0019	C	30
AVIO0020	C	30
AVIO0021	C	25
AVIO0022	C	20
AVIO2001	C	30
AVIO2001A	C	30
AVIO2004	C	30
AVIO2004A	C	30
AVIO2004B	C	30
AVIO2005	C	30
AVIO2005A	C	10
AVIO2005B	C	10
AVIO2006	C	10
AVIO2006A	C	10
AVIO2006B	C	10
AVIO2007	C	15
AVIO2007A	C	15
AVIO2007B	C	15
AVIO2008	C	10
AVIO2008A	C	10
AVIO2009	C	20
AVIO2009A	C	20
AVIO2009B	C	20
AVIO2010	C	15
AVIO2010A	C	15
AVIO2010B	C	15
AVIO2011	C	15
AVIO2011A	C	15
AVIO2011B	C	15
AVIO2012A	C	25
AVIO2013	C	20
AVIO2013A	C	20
AVIO2014A	C	20
AVIO2015	C	30
AVIO2015A	C	30
AVIO3001	C	30
AVIO3001A	C	30
AVIO4003	C	10
AVIO4003A	C	10
AVIP2001	C	10
AVIP2001A	C	10
AVIR0001	C	30
AVIR3001	C	30
AVIR3001B	C	30
AVIW0001	C	40
AVIW0002	C	40
AVIW0003	C	40
AVIW0004	C	30
AVIW0005	C	40
AVIW0006	C	35
AVIW0007	C	35
AVIW0008	C	30
AVIW0009	C	40
AVIW0010	C	20
AVIW0011	C	20
AVIW0012	C	40
AVIW0013	C	30
AVIW0014	C	30
AVIW0015	C	45
AVIW0016	C	45
AVIW0017	C	20
AVIW0018	C	20
AVIW0019	C	20
AVIW0020	C	40
AVIW0021	C	40
AVIW0022	C	10
AVIW0023	C	30
AVIW0024	C	50
AVIW0025	C	10
AVIW0026	C	10
AVIW0027	C	10
AVIW0028	C	40
AVIW0029	C	40
AVIW0030	C	10
AVIW0031	C	20
AVIW0032	C	40
AVIW0033	C	30
AVIW0034	C	20
AVIW2002	C	20
AVIW2002B	C	20
AVIW2008B	C	20
AVIW2010	C	20
AVIW2010B	C	20
AVIW2029	C	40
AVIW2029A	C	40
AVIW2030	C	30
AVIW2030A	C	30
AVIW2031	C	30
AVIW2031A	C	30
AVIW2032	C	45
AVIW2032A	C	45
AVIW2033	C	45
AVIW2033A	C	45
AVIW3003	C	20
AVIW3003B	C	20
AVIW3004	C	20
AVIW3004B	C	20
AVIW3005	C	20
AVIW3005B	C	20
AVIW3006	C	40
AVIW3006B	C	40
AVIW3011	C	40
AVIW3011B	C	40
AVIW3021	C	10
AVIW3021A	C	10
AVIW3023	C	30
AVIW3023A	C	30
AVIW3024	C	50
AVIW3024A	C	50
AVIW3025	C	10
AVIW3025A	C	10
AVIW3026	C	10
AVIW3026A	C	10
AVIW3027	C	10
AVIW3027A	C	10
AVIW3035A	C	30
AVIW3036A	C	40
AVIW3037	C	30
AVIW3037A	C	30
AVIW3038	C	40
AVIW3038A	C	40
AVIW4001	C	40
AVIW4001B	C	40
AVIW4028	C	10
AVIW4028A	C	10
AVIW4034	C	20
AVIW4034A	C	20
AVIW5013	C	180
AVIW5013B	C	180
AVIW5018	C	40
AVIW5018A	C	40
AVIW5022	C	30
AVIW5022A	C	30
AVIY0001	C	70
AVIY0002	C	40
AVIY0003	C	50
AVIY0004	C	40
AVIY0005	C	40
AVIY0006	C	50
AVIY0007	C	50
AVIY0008	C	15
AVIY0009	C	15
AVIY0010	C	40
AVIY0011	C	40
AVIY0012	C	40
AVIY0013	C	20
AVIY0014	C	20
AVIY0015	C	60
AVIY0016	C	60
AVIY0017	C	60
AVIY0018	C	70
AVIY0019	C	50
AVIY0020	C	15
AVIY0021	C	50
AVIY0022	C	30
AVIY0023	C	30
AVIY0024	C	20
AVIY0025	C	20
AVIY0026	C	40
AVIY0027	C	20
AVIY0028	C	30
AVIY0029	C	20
AVIY0030	C	20
AVIY0031	C	15
AVIY0032	C	50
AVIY0033	C	70
AVIY0034	C	40
AVIY0035	C	50
AVIY0036	C	40
AVIY0037	C	40
AVIY0038	C	50
AVIY0039	C	50
AVIY0040	C	15
AVIY0041	C	15
AVIY0042	C	40
AVIY0043	C	40
AVIY0044	C	20
AVIY0045	C	20
AVIY0046	C	70
AVIY0047	C	50
AVIY0048	C	15
AVIY0049	C	50
AVIY0050	C	30
AVIY0051	C	10
AVIY0052	C	25
AVIY0053	C	25
AVIY0054	C	20
AVIY0055	C	30
AVIY0056	C	60
AVIY0057	C	40
AVIY0058	C	20
AVIY0059	C	20
AVIY0060	C	20
AVIY0061	C	20
AVIY0062	C	60
AVIY0063	C	60
AVIY0064	C	60
AVIY0065	C	10
AVIY0066	C	10
AVIY0067	C	40
AVIY0068	C	40
AVIY0069	C	40
AVIY0070	C	30
AVIY0071	C	30
AVIY0072	C	60
AVIY0073	C	20
AVIY0074	C	20
AVIY0075	C	20
AVIY0076	C	10
AVIY0077	C	10
AVIY0078	C	20
AVIY0079	C	20
AVIY0080	C	30
AVIY0081	C	30
AVIY0082	C	60
AVIY0083	C	
AVIY3052	C	10
AVIY3052A	C	10
AVIY3067A	C	25
AVIY3068A	C	20
AVIY3069A	C	30
AVIY3070A	C	15
AVIY3071A	C	40
AVIY3072A	C	25
AVIY3073	C	25
AVIY3073A	C	25
AVIY3074	C	20
AVIY3074A	C	20
AVIY3075	C	30
AVIY3075A	C	30
AVIY3076	C	20
AVIY3076A	C	20
AVIY3077	C	40
AVIY3077A	C	40
AVIY3078	C	25
AVIY3078A	C	25
AVIY4001	C	20
AVIY4001B	C	20
AVIY4002	C	30
AVIY4002B	C	30
AVIY4003	C	60
AVIY4003B	C	60
AVIY4004	C	40
AVIY4004B	C	40
AVIY4005B	C	60
AVIY4006B	C	60
AVIY4007	C	20
AVIY4007B	C	20
AVIY4008B	C	20
AVIY4009B	C	20
AVIY4011	C	20
AVIY4011B	C	20
AVIY4012	C	20
AVIY4012B	C	20
AVIY4013B	C	20
AVIY4014	C	20
AVIY4014B	C	20
AVIY4015	C	60
AVIY4015B	C	60
AVIY4017	C	60
AVIY4017B	C	60
AVIY4018	C	60
AVIY4018B	C	60
AVIY4019B	C	40
AVIY4024A	C	20
AVIY4051	C	10
AVIY4051A	C	10
AVIY4053	C	10
AVIY4053A	C	10
AVIY4054	C	10
AVIY4054A	C	10
AVIY4055	C	40
AVIY4055A	C	40
AVIY4056	C	40
AVIY4056A	C	40
AVIY4057	C	60
AVIY4057A	C	60
AVIY4058	C	40
AVIY4058A	C	40
AVIY4059	C	30
AVIY4059A	C	30
AVIY4060	C	30
AVIY4060A	C	30
AVIY4061	C	60
AVIY4061A	C	60
AVIY4062A	C	60
AVIY4063	C	60
AVIY4063A	C	60
AVIY4064A	C	60
AVIY4066A	C	60
AVIY5020A	C	50
AVIY5021A	C	50
AVIY5022	C	80
AVIY5022B	C	80
AVIY5023	C	60
AVIY5023A	C	60
AVIY5024	C	20
AVIY5024A	C	
AVIY5025A	C	20
AVIY5026A	C	10
AVIY5027	C	20
AVIY5027A	C	20
AVIY5028	C	20
AVIY5028A	C	20
AVIY5033	C	10
AVIY5033A	C	10
AVIY5034	C	10
AVIY5034A	C	10
AVIY5035	C	20
AVIY5035A	C	20
AVIY5036	C	20
AVIY5036A	C	20
AVIY5037	C	30
AVIY5037A	C	30
AVIY5038	C	30
AVIY5038A	C	30
AVIY5048	C	200
AVIY5048A	C	200
AVIY5049	C	200
AVIY5049A	C	200
AVIY5050	C	200
AVIY5050A	C	200
AVIY5065	C	60
AVIY5065A	C	60
AVIZ0001	C	20
AVIZ0002	C	20
AVIZ0003	C	20
AVIZ0004	C	20
AVIZ0005	C	5
AVIZ0006	C	40
AVIZ1005	C	20
AVIZ1005B	C	20
AVIZ2050	C	20
AVIZ2050A	C	20
AVIZ2050B	C	20
AVIZ3051A	C	5
AVIZ3052	C	5
AVIZ3052A	C	5
AVIZ4001	C	40
AVIZ4001B	C	40
AVIZ5049	C	200
AVIZ5049A	C	200
BCC1003A	C	12
BCC1004A	C	
BCC1005A	C	80
BCC1006A	C	16
BCC1009A	C	8
BCC1012A	C	12
BCC1013A	C	8
BCC1014A	C	4
BCC2000A	C	40
BCC2001A	C	40
BCC2003A	C	8
BCC2004A	C	40
BCC2005A	C	36
BCC2006A	C	40
BCC2009A	C	40
BCC2010A	C	16
BCC2011A	C	
BCC2012A	C	
BCC2013A	C	
BCC2014A	C	
BCC2015A	C	
BCC2016A	C	16
BCC2017A	C	16
BCC2018A	C	16
BCC3000A	C	70
BCC3001A	C	60
BCC3002A	C	200
BCC3003A	C	240
BCC3004A	C	200
BCC3005A	C	160
BCC3006A	C	240
BCC3007A	C	200
BCC3008A	C	80
BCC3009A	C	80
BCC3010A	C	40
BCC3011A	C	40
BCC3012A	C	60
BCC3013A	C	32
BCC3014A	C	80
BCC3015A	C	80
BCC3016A	C	40
BCC3017A	C	80
BCC3018A	C	80
BCC3019A	C	120
BCC3020A	C	
BCC3021A	C	
BCC3022A	C	60
BCC3023A	C	24
BCC3024A	C	24
BCC3025A	C	24
BCC3026A	C	12
BCC3027A	C	80
BCC3028A	C	20
BCC3029A	C	
BCC3030A	C	120
BCC3031A	C	16
BCC3032A	C	80
BCC3033A	C	
BCC3034A	C	32
BCC3035A	C	40
BCC3036A	C	24
BCC3037A	C	36
BCC3038A	C	24
BCC3039A	C	20
BCC3040A	C	30
BCC3041A	C	32
BCC3042A	C	
BCC3043A	C	
BCC3044A	C	
BCC3045A	C	
BCC3046A	C	
BCC3047A	C	
BCC3048A	C	40
BCC3049A	C	40
BCC3050A	C	130
BCC3051A	C	80
BCC3052A	C	52
BCC3053A	C	
BCC3054A	C	
BCC3055A	C	
BCC3056A	C	
BCC3057A	C	8
BCC3058A	C	
BCC3059A	C	8
BCCBM2001B	C	32
BCCBM3001B	C	60
BCCBM3002B	C	40
BCCBM3003B	C	40
BCCBM3004B	C	32
BCCBM3005B	C	40
BCCBM3006B	C	40
BCCBM3007B	C	120
BCCBS2001B	C	24
BCCBS2002B	C	16
BCCBS2003B	C	8
BCCBS2004B	C	18
BCCBS2005B	C	56
BCCBS2006B	C	24
BCCBS2007B	C	10
BCCBS2008B	C	32
BCCBS3001B	C	80
BCCBS3002B	C	58
BCCBS3003B	C	56
BCCBS3004B	C	80
BCCBS3005B	C	52
BCCBS3006B	C	54
BCCBS3007B	C	100
BCCBS3008B	C	56
BCCBS3009B	C	56
BCCBS3010B	C	56
BCCBS3011B	C	160
BCCBS3012B	C	40
BCCCM1001B	C	40
BCCCM1001C	C	40
BCCCM1002B	C	22
BCCCM1003B	C	22
BCCCM1004B	C	32
BCCCM1005B	C	10
BCCCM2001B	C	16
BCCCM2002B	C	32
BCCCM2002C	C	16
BCCCM2003B	C	45
BCCCM2004B	C	28
BCCCM2005B	C	10
BCCCM2006B	C	10
BCCCM2007B	C	12
BCCCM2008B	C	45
BCCCM2009B	C	32
BCCCM2010B	C	32
BCCCM2011B	C	16
BCCCM2012B	C	16
BCCCM2013B	C	14
BCCCM2013C	C	40
BCCCM2014B	C	16
BCCCM3001B	C	31
BCCCM3002B	C	24
BCCCM3003B	C	22
BCCCM3003C	C	20
BCCCM3004B	C	24
BCCCM3005B	C	19
BCCFW3001B	C	120
BCCFW3002B	C	80
BCCFW3003B	C	52
BCCFW3004B	C	120
BCCFW3005B	C	60
BCCPL3001B	C	56
BCCPL3002B	C	72
BCCPL3003B	C	40
BCCPL3004B	C	35
BCCPL3005B	C	23
BCCPO3001B	C	180
BCCPO3001C	C	200
BCCPO3002B	C	3
BCCPO3003B	C	3
BCCPO3004B	C	3
BCCPO3005B	C	30
BCCPO3006B	C	320
BCCPO3007B	C	160
BCCPO3008B	C	30
BCCPO3009B	C	80
BCCPO3010B	C	80
BCCPO3011B	C	20
BCCPO3012B	C	80
BCCPO3013B	C	80
BCCPO3014B	C	40
BCCPO3015B	C	40
BCCPO3016B	C	60
BCCPO3017B	C	40
BCCPO3018B	C	80
BCCPO3019B	C	80
BCCPO3020B	C	20
BCCPO3021B	C	80
BCCRC2001B	C	24
BCCRC2002B	C	14
BCCRC2003B	C	32
BCCRC2004B	C	32
BCCRC2005B	C	16
BCCRC2006B	C	16
BCCRC2007B	C	24
BCCRC2008B	C	32
BCCRC2009B	C	35
BCCRC3001B	C	40
BCCRC3002B	C	40
BCCRC3003B	C	28
BCCRC3004B	C	24
BCCRC3005B	C	72
BCCRC3006B	C	40
BCCRC3007B	C	50
BCCRM2001B	C	24
BCCRM2001C	C	24
BCCRM2002B	C	16
BCCRM2003B	C	32
BCCRM2004B	C	32
BCCRM2005B	C	16
BCCRM2006B	C	40
BCCRM2007B	C	24
BCCRM3001B	C	40
BCCRM3002B	C	40
BCCRM3003B	C	80
BCCRM3003C	C	80
BCCSF2003A	C	
BCCTB2001B	C	64
BCCTB2002B	C	40
BCCTB2003B	C	24
BCCTB3001B	C	64
BCCTB3002B	C	40
BCCTB3003B	C	48
BCCTB3004B	C	48
BCCTB3005B	C	48
BCCTB3006B	C	40
BCCTB3007B	C	48
BCCTB3008B	C	40
BCCTB3009B	C	60
BCCTB3010B	C	64
BCCTC3001B	C	100
BCCTC3002B	C	60
BCCTC3003B	C	56
BCCTC3004B	C	20
BCCTC3005B	C	80
BCCTT3001B	C	200
BCCTT3002B	C	120
BCCTT3003B	C	160
BCCTT3004B	C	
BCCTT3005B	C	80
BCCTT3006B	C	100
BCCTT3007B	C	
BCCTT3008B	C	80
BCCTT3009B	C	100
BCCTT3010B	C	80
BCF1000A	C	20
BCF2000A	C	8
BCF2001A	C	32
BCF2002A	C	4
BCF2003A	C	12
BCF2004A	C	40
BCF2005A	C	24
BCF2006A	C	40
BCF2007A	C	40
BCF2008A	C	12
BCF2009A	C	8
BCF2010A	C	8
BCF2011A	C	24
BCF2012A	C	10
BCF2013A	C	32
BCF2014A	C	4
BCF2015A	C	40
BCF2016A	C	32
BCF2017A	C	32
BCF2018A	C	16
BCF3000A	C	12
BCF3001A	C	12
BCF3002A	C	40
BCF3003A	C	8
BCF3004A	C	8
BCF3005A	C	24
BCF3006A	C	24
BCF3007A	C	56
BCF3008A	C	8
BCF3009A	C	8
BCF3010A	C	40
BCF3011A	C	16
BCF3012A	C	16
BCF3013A	C	32
BCF3014A	C	16
BCF3015A	C	16
BCF3016A	C	16
BCF3017A	C	40
BCF3018A	C	40
BCF3019A	C	32
BCF3020A	C	20
BCF3021A	C	20
BCF3022A	C	40
BCF3023A	C	16
BCF3024A	C	40
BCF3025A	C	32
BCF3026A	C	48
BCF3027A	C	32
BCF3028A	C	36
BCF3029A	C	36
BCF3030A	C	36
BCF3031A	C	40
BCF3032A	C	32
BCF3033A	C	32
BCF3034A	C	32
BCF3035A	C	4
BCF3036A	C	12
BCF3037A	C	8
BCF3038A	C	40
BCF3039A	C	56
BCF3040A	C	12
BCF3041A	C	16
BCF3042A	C	20
BCF3043A	C	20
BCF3044A	C	24
BCF3045A	C	40
BCF3046A	C	30
BCF3047A	C	100
BCF3048A	C	
BCF3049A	C	40
BCF3050A	C	40
BCF3051A	C	16
BCF3052A	C	66
BCF3053A	C	76
BCF3054A	C	24
BCF3055A	C	24
BCF3056A	C	36
BCF3057A	C	36
BCF3058A	C	36
BCF3059A	C	32
BCF3060A	C	
BCF3061A	C	32
BCF3062A	C	36
BCF3063A	C	40
BCF3064A	C	32
BCF3065A	C	32
BCF3066A	C	8
BCF3067A	C	32
BCF3068A	C	
BCF3069A	C	32
BCG1000A	C	20
BCG1001A	C	40
BCG1002A	C	20
BCG1003A	C	36
BCG1004A	C	20
BCG1005A	C	80
BCG1006A	C	16
BCG1007A	C	36
BCG1008A	C	8
BCG1009A	C	16
BCG1010A	C	40
BCG1011A	C	16
BCG1012A	C	40
BCG1013A	C	40
BCG1014A	C	40
BCG1015A	C	40
BCG1016A	C	40
BCG1017A	C	40
BCG1018A	C	40
BCG1019A	C	40
BCG2000A	C	32
BCG2001A	C	32
BCG2002A	C	20
BCG2003A	C	32
BCG2004A	C	16
BCG2005A	C	24
BCG2006A	C	40
BCG2007A	C	19
BCG2008A	C	16
BCG2009A	C	40
BCG2010A	C	4
BCG2011A	C	32
BCG2012A	C	8
BCG3001A	C	32
BCG3002A	C	32
BCG3003A	C	80
BCG3004A	C	30
BCG3005A	C	8
BCG3006A	C	80
BCG3007A	C	8
BCG3009A	C	16
BCG3010A	C	12
BCG3011A	C	12
BCG3012A	C	40
BCG3014A	C	60
BCG3015A	C	32
BCG3016A	C	24
BCG3017A	C	8
BCG3018A	C	24
BCG3019A	C	40
BCG3020A	C	40
BCG3021A	C	8
BCG3022A	C	12
BCG3023A	C	36
BCG3024A	C	36
BCG3025A	C	40
BCG3026A	C	16
BCG3027A	C	24
BCG3029A	C	16
BCG3030A	C	20
BCG3031A	C	6
BCG3032A	C	20
BCG3033A	C	60
BCG3034A	C	48
BCG3035A	C	80
BCG3036A	C	80
BCG3037A	C	50
BCG3038A	C	32
BCG3039A	C	16
BCG3040A	C	24
BCG3041A	C	80
BCG3042A	C	196
BCG3043A	C	24
BCG3044A	C	114
BCG3045A	C	80
BCG3046A	C	32
BCG3047A	C	32
BCG3048A	C	24
BCG3049A	C	
BCG3050A	C	80
BCG3051A	C	
BCG3052A	C	40
BCG3053A	C	20
BCG3054A	C	20
BCG3055A	C	
BCG3056A	C	55
BCG3057A	C	16
BCG3058A	C	8
BCG3059A	C	12
BCG3060A	C	8
BCG3061A	C	16
BCG3062A	C	16
BCG3063A	C	16
BCG3064A	C	40
BCG3065A	C	20
BCG3066A	C	20
BCG3067A	C	40
BCG3068A	C	32
BCG3069A	C	48
BCG3070A	C	
BCG3071A	C	40
BCG3072A	C	
BCG3073A	C	
BCG3074A	C	40
BCG3075A	C	20
BCG3076A	C	
BCG3077A	C	128
BCG3078A	C	40
BCG3079A	C	60
BCG3080A	C	40
BCG3081A	C	32
BCG3082A	C	80
BCG3083A	C	24
BCG3084A	C	120
BCG3085A	C	120
BCG3086A	C	120
BCG3087A	C	40
BCG3088A	C	20
BCG3089A	C	16
BCG3090A	C	8
BCG3091A	C	120
BCG3092A	C	40
BCG3093A	C	100
BCG3094A	C	120
BCG3095A	C	80
BCG3096A	C	100
BCG3097A	C	40
BCG3098A	C	40
BCG3099A	C	
BCG3100A	C	40
BCG3101A	C	50
BCG3102A	C	17
BCG3103A	C	34
BCG3104A	C	40
BCG3105A	C	
BCG3106A	C	40
BCG3107A	C	60
BCG3108A	C	60
BCG3109A	C	36
BCG3110A	C	68
BCG3111A	C	40
BCG3112A	C	56
BCG3113A	C	16
BCG3114A	C	32
BCG3115A	C	24
BCG3116A	C	120
BCG3117A	C	68
BCG3118A	C	40
BCG3119A	C	16
BCG3120A	C	24
BCG3121A	C	40
BCG3122A	C	80
BCGBC4001A	C	40
BCGBC4002A	C	40
BCGBC4003A	C	40
BCGBC4004A	C	60
BCGBC4005A	C	40
BCGBC4006A	C	40
BCGBC4007A	C	40
BCGBC4008A	C	40
BCGBC4009A	C	50
BCGBC4010A	C	160
BCGBC4011A	C	80
BCGBC4012A	C	30
BCGBC4013A	C	20
BCGBC4014A	C	40
BCGBC4015A	C	20
BCGBC4016A	C	20
BCGBC4017A	C	20
BCGBC4018A	C	40
BCGBC4019A	C	40
BCGBC4020A	C	40
BCGBC4021A	C	20
BCGBC4022A	C	40
BCGBC4023A	C	30
BCGBC4024A	C	20
BCGBC4025A	C	20
BCGBC4026A	C	20
BCGBC4027A	C	20
BCGBC4028A	C	20
BCGBC4029A	C	20
BCGBC4030A	C	20
BCGBC4031A	C	20
BCGBC4032A	C	20
BCGBC4033A	C	20
BCGBC4034A	C	40
BCGBC4035A	C	20
BCGBC4036A	C	40
BCGBC4037A	C	40
BCGBC4038A	C	20
BCGBC4039A	C	40
BCGBC4040A	C	20
BCGBC4041A	C	14
BCGBC4042A	C	30
BCGBC4043A	C	40
BCGBC4044A	C	64
BCGBC4045A	C	100
BCGBC4046A	C	40
BCGBC4047A	C	40
BCGBC5001A	C	200
BCGBC5002A	C	60
BCGBC5003A	C	200
BCGBC5004A	C	60
BCGBC5005A	C	40
BCGBC5006A	C	110
BCGBC5007A	C	100
BCGBC5008A	C	300
BCGBC5009A	C	140
BCGBC5010A	C	150
BCGBC5011A	C	150
BCGBC5012A	C	150
BCGBC5013A	C	40
BCGBC6001A	C	100
BCGBC6002A	C	200
BCGBC6003A	C	60
BCGBC6004A	C	60
BCGBC6005A	C	50
BCGBC6006A	C	50
BCGBC6007A	C	50
BCGBC6008A	C	60
BCGBC6009A	C	50
BCGBC6010A	C	200
BCGBC6011A	C	80
BCGBC6012A	C	40
BCGBC6013A	C	60
BCGBC6014A	C	100
BCGBC6015A	C	50
BCGBC6016A	C	50
BCGBC6017A	C	100
BCGBL2001B	C	18
BCGBL2002B	C	33
BCGBL3001B	C	25
BCGBL3002B	C	52
BCGBL3003B	C	60
BCGBL3004B	C	32
BCGBL3005B	C	58
BCGBL3006B	C	50
BCGBL3007B	C	20
BCGBL3008B	C	40
